user_id,system_type
833,AKSES
834,AKSES
835,AKSES
836,AKSES
837,AKSES
838,AKSES
839,AKSES
840,AKSES
841,AKSES
842,AKSES
843,AKSES
844,AKSES
845,AKSES
846,AKSES
847,AKSES
848,AKSES
849,AKSES
850,AKSES
851,AKSES
852,AKSES
853,AKSES
854,AKSES
855,AKSES
856,AKSES
857,AKSES
858,AKSES
859,AKSES
860,AKSES
861,AKSES
862,AKSES
863,AKSES
864,AKSES
865,AKSES
866,AKSES
867,AKSES
868,AKSES
869,AKSES
870,AKSES
871,AKSES
872,AKSES
873,AKSES
874,AKSES
875,AKSES
876,AKSES
877,AKSES
878,AKSES
879,AKSES
880,AKSES
881,AKSES
882,AKSES
883,AKSES
884,AKSES
885,AKSES
886,AKSES
887,AKSES
888,AKSES
889,AKSES
890,AKSES
891,AKSES
892,AKSES
893,AKSES
894,AKSES
895,AKSES
896,AKSES
897,AKSES
898,AKSES
899,AKSES
900,AKSES
901,AKSES
902,AKSES
903,AKSES
904,AKSES
905,AKSES
906,AKSES
907,AKSES
908,AKSES
909,AKSES
910,AKSES
911,AKSES
912,AKSES
913,AKSES
914,AKSES
915,AKSES
916,AKSES
917,AKSES
918,AKSES
919,AKSES
920,AKSES
921,AKSES
922,AKSES
923,AKSES
924,AKSES
925,AKSES
926,AKSES
928,AKSES
929,AKSES
930,AKSES
931,AKSES
932,AKSES
933,AKSES
934,TESOURO_VERDE
935,AKSES
936,TESOURO_VERDE
937,TESOURO_VERDE
938,AKSES
939,TESOURO_VERDE
940,TESOURO_VERDE
941,TESOURO_VERDE
942,TESOURO_VERDE
943,AKSES
944,TESOURO_VERDE
945,TESOURO_VERDE
946,AKSES
949,AKSES
950,AKSES
951,AKSES
952,TESOURO_VERDE
953,AKSES
954,TESOURO_VERDE
955,TESOURO_VERDE
956,AKSES
957,AKSES
958,AKSES
959,TESOURO_VERDE
960,AKSES
961,AKSES
962,TESOURO_VERDE
963,TESOURO_VERDE
964,AKSES
965,AKSES
966,TESOURO_VERDE
967,AKSES
968,TESOURO_VERDE
969,AKSES
970,AKSES
971,TESOURO_VERDE
972,AKSES
973,AKSES
974,AKSES
975,TESOURO_VERDE
976,AKSES
977,AKSES
978,TESOURO_VERDE
979,AKSES
980,TESOURO_VERDE
981,AKSES
982,AKSES
983,TESOURO_VERDE
984,AKSES
985,AKSES
986,TESOURO_VERDE
987,TESOURO_VERDE
988,TESOURO_VERDE
989,TESOURO_VERDE
990,AKSES
991,TESOURO_VERDE
992,TESOURO_VERDE
993,TESOURO_VERDE
994,AKSES
995,TESOURO_VERDE
996,AKSES
997,AKSES
998,TESOURO_VERDE
999,TESOURO_VERDE
1000,TESOURO_VERDE
1002,TESOURO_VERDE
1003,TESOURO_VERDE
1004,AKSES
1005,TESOURO_VERDE
1006,TESOURO_VERDE
1007,AKSES
1008,AKSES
1009,TESOURO_VERDE
1010,AKSES
1011,TESOURO_VERDE
1012,AKSES
1014,AKSES
1015,AKSES
1016,AKSES
1017,TESOURO_VERDE
1018,AKSES
1019,TESOURO_VERDE
1020,TESOURO_VERDE
1021,TESOURO_VERDE
1022,AKSES
1023,AKSES
1024,AKSES
1025,TESOURO_VERDE
1026,AKSES
1027,AKSES
1028,TESOURO_VERDE
1029,TESOURO_VERDE
1030,AKSES
1031,AKSES
1032,TESOURO_VERDE
1033,AKSES
1034,AKSES
1035,AKSES
1036,TESOURO_VERDE
1037,TESOURO_VERDE
1038,AKSES
1039,AKSES
1040,AKSES
1041,AKSES
1042,AKSES
1043,AKSES
1044,TESOURO_VERDE
1045,AKSES
1046,AKSES
1047,TESOURO_VERDE
1048,TESOURO_VERDE
1049,TESOURO_VERDE
1050,AKSES
1051,AKSES
1052,TESOURO_VERDE
1053,AKSES
1054,AKSES
1055,TESOURO_VERDE
1056,AKSES
1057,AKSES
1058,AKSES
1059,TESOURO_VERDE
1060,TESOURO_VERDE
1061,AKSES
1062,AKSES
1063,AKSES
1064,AKSES
1065,AKSES
1066,AKSES
1067,AKSES
1068,AKSES
1069,TESOURO_VERDE
1070,AKSES
1071,TESOURO_VERDE
1072,AKSES
1073,TESOURO_VERDE
1074,TESOURO_VERDE
1075,AKSES
1076,AKSES
1077,TESOURO_VERDE
1078,TESOURO_VERDE
1079,AKSES
1080,TESOURO_VERDE
1081,AKSES
1082,AKSES
1083,AKSES
1084,AKSES
1085,TESOURO_VERDE
1086,TESOURO_VERDE
1087,AKSES
1088,TESOURO_VERDE
1089,TESOURO_VERDE
1090,TESOURO_VERDE
1091,TESOURO_VERDE
1092,AKSES
1093,TESOURO_VERDE
1094,AKSES
1095,AKSES
1096,TESOURO_VERDE
1097,AKSES
1098,TESOURO_VERDE
1099,AKSES
1100,AKSES
1101,TESOURO_VERDE
1102,TESOURO_VERDE
1103,TESOURO_VERDE
1104,TESOURO_VERDE
1105,AKSES
1106,AKSES
1107,TESOURO_VERDE
1108,AKSES
1109,AKSES
1110,AKSES
1111,AKSES
1112,AKSES
1113,AKSES
1114,AKSES
1115,AKSES
1116,TESOURO_VERDE
1117,AKSES
1118,AKSES
1119,AKSES
1120,AKSES
1121,AKSES
1122,TESOURO_VERDE
1123,TESOURO_VERDE
1124,TESOURO_VERDE
1125,AKSES
1126,TESOURO_VERDE
1127,AKSES
1128,AKSES
1129,AKSES
1130,TESOURO_VERDE
1131,TESOURO_VERDE
1132,TESOURO_VERDE
1133,TESOURO_VERDE
1134,TESOURO_VERDE
1135,AKSES
1136,AKSES
1137,AKSES
1138,AKSES
1139,AKSES
1140,AKSES
1141,AKSES
1142,AKSES
1143,AKSES
1144,TESOURO_VERDE
1145,TESOURO_VERDE
1146,AKSES
1147,AKSES
1148,AKSES
1149,AKSES
1150,AKSES
1151,AKSES
1152,AKSES
1153,TESOURO_VERDE
1154,TESOURO_VERDE
1155,TESOURO_VERDE
1156,AKSES
1157,AKSES
1158,TESOURO_VERDE
1159,AKSES
1160,AKSES
1161,AKSES
1162,AKSES
1164,TESOURO_VERDE
1165,AKSES
1166,AKSES
1167,AKSES
1168,AKSES
1169,TESOURO_VERDE
1170,TESOURO_VERDE
1171,AKSES
1172,AKSES
1173,TESOURO_VERDE
1174,AKSES
1175,AKSES
1176,AKSES
1177,AKSES
1178,AKSES
1179,AKSES
1180,AKSES
1181,AKSES
1182,TESOURO_VERDE
1183,TESOURO_VERDE
1184,AKSES
1185,AKSES
1186,TESOURO_VERDE
1187,TESOURO_VERDE
1188,TESOURO_VERDE
1189,TESOURO_VERDE
1190,AKSES
1191,AKSES
1192,TESOURO_VERDE
1193,TESOURO_VERDE
1194,AKSES
1195,TESOURO_VERDE
1196,TESOURO_VERDE
1197,TESOURO_VERDE
1198,AKSES
1199,TESOURO_VERDE
1200,AKSES
1201,AKSES
1202,AKSES
1203,AKSES
1204,AKSES
1205,AKSES
1206,AKSES
1207,AKSES
1208,TESOURO_VERDE
1209,AKSES
1210,AKSES
1211,AKSES
1212,TESOURO_VERDE
1213,AKSES
1214,TESOURO_VERDE
1215,AKSES
1216,TESOURO_VERDE
1217,AKSES
1218,AKSES
1219,AKSES
1220,AKSES
1221,AKSES
1222,AKSES
1223,AKSES
1224,AKSES
1225,TESOURO_VERDE
1226,AKSES
1227,AKSES
1228,TESOURO_VERDE
1229,AKSES
1230,AKSES
1231,TESOURO_VERDE
1232,AKSES
1233,AKSES
1234,AKSES
1235,AKSES
1236,TESOURO_VERDE
1237,AKSES
1238,TESOURO_VERDE
1239,TESOURO_VERDE
1240,TESOURO_VERDE
1241,TESOURO_VERDE
1242,AKSES
1243,TESOURO_VERDE
1244,AKSES
1245,AKSES
1246,AKSES
1247,TESOURO_VERDE
1248,TESOURO_VERDE
1249,TESOURO_VERDE
1250,TESOURO_VERDE
1251,AKSES
1252,AKSES
1253,AKSES
1254,AKSES
1255,TESOURO_VERDE
1256,TESOURO_VERDE
1257,AKSES
1258,AKSES
1259,AKSES
1260,AKSES
1261,AKSES
1262,AKSES
1263,TESOURO_VERDE
1264,AKSES
1265,AKSES
1266,TESOURO_VERDE
1267,AKSES
1268,AKSES
1269,AKSES
1270,TESOURO_VERDE
1271,AKSES
1272,TESOURO_VERDE
1273,AKSES
1274,TESOURO_VERDE
1275,TESOURO_VERDE
1276,AKSES
1277,AKSES
1278,TESOURO_VERDE
1279,TESOURO_VERDE
1280,TESOURO_VERDE
1281,TESOURO_VERDE
1282,TESOURO_VERDE
1283,AKSES
1284,ADM
1285,TESOURO_VERDE
1286,AKSES
1287,TESOURO_VERDE
1288,TESOURO_VERDE
1289,TESOURO_VERDE
1290,TESOURO_VERDE
1291,TESOURO_VERDE
1292,TESOURO_VERDE
1293,TESOURO_VERDE
1294,TESOURO_VERDE
1295,TESOURO_VERDE
1296,TESOURO_VERDE
1297,TESOURO_VERDE
1298,TESOURO_VERDE
1299,TESOURO_VERDE
1300,TESOURO_VERDE
1301,TESOURO_VERDE
1302,TESOURO_VERDE
1303,TESOURO_VERDE
1304,TESOURO_VERDE
1305,AKSES
1306,TESOURO_VERDE
1307,TESOURO_VERDE
1308,TESOURO_VERDE
1309,TESOURO_VERDE
1310,TESOURO_VERDE
1311,TESOURO_VERDE
1312,TESOURO_VERDE
1313,TESOURO_VERDE
1314,TESOURO_VERDE
1315,TESOURO_VERDE
1316,TESOURO_VERDE
1317,TESOURO_VERDE
1318,TESOURO_VERDE
1319,TESOURO_VERDE
1320,TESOURO_VERDE
1321,TESOURO_VERDE
1322,TESOURO_VERDE
1323,TESOURO_VERDE
1324,TESOURO_VERDE
1325,TESOURO_VERDE
1326,TESOURO_VERDE
1327,TESOURO_VERDE
1328,TESOURO_VERDE
1329,TESOURO_VERDE
1330,TESOURO_VERDE
1331,TESOURO_VERDE
1332,TESOURO_VERDE
1333,TESOURO_VERDE
1334,TESOURO_VERDE
1335,TESOURO_VERDE
1336,TESOURO_VERDE
1337,TESOURO_VERDE
1338,TESOURO_VERDE
1339,TESOURO_VERDE
1340,AKSES
1341,TESOURO_VERDE
1342,TESOURO_VERDE
1343,TESOURO_VERDE
1344,TESOURO_VERDE
1345,TESOURO_VERDE
1346,TESOURO_VERDE
1347,TESOURO_VERDE
1348,TESOURO_VERDE
1349,TESOURO_VERDE
1350,TESOURO_VERDE
1351,TESOURO_VERDE
1352,TESOURO_VERDE
1353,TESOURO_VERDE
1354,TESOURO_VERDE
1355,TESOURO_VERDE
1356,TESOURO_VERDE
1357,TESOURO_VERDE
1358,TESOURO_VERDE
1359,TESOURO_VERDE
1360,TESOURO_VERDE
1361,TESOURO_VERDE
1362,TESOURO_VERDE
1363,TESOURO_VERDE
1364,TESOURO_VERDE
1365,TESOURO_VERDE
1366,TESOURO_VERDE
1367,TESOURO_VERDE
1368,TESOURO_VERDE
1369,TESOURO_VERDE
1370,TESOURO_VERDE
1371,TESOURO_VERDE
1372,TESOURO_VERDE
1373,TESOURO_VERDE
1374,TESOURO_VERDE
1375,TESOURO_VERDE
1376,TESOURO_VERDE
1377,TESOURO_VERDE
1378,TESOURO_VERDE
1379,AKSES
1380,TESOURO_VERDE
1381,TESOURO_VERDE
1382,TESOURO_VERDE
1383,TESOURO_VERDE
1384,TESOURO_VERDE
1385,AKSES
1386,TESOURO_VERDE
1387,TESOURO_VERDE
1388,TESOURO_VERDE
1389,TESOURO_VERDE
1390,TESOURO_VERDE
1392,AKSES
1393,AKSES
1394,TESOURO_VERDE
1395,TESOURO_VERDE
1396,AKSES
1397,TESOURO_VERDE
1398,TESOURO_VERDE
1399,TESOURO_VERDE
1400,TESOURO_VERDE
1401,TESOURO_VERDE
1402,TESOURO_VERDE
1403,TESOURO_VERDE
1404,AKSES
1405,TESOURO_VERDE
1406,TESOURO_VERDE
1407,TESOURO_VERDE
1408,TESOURO_VERDE
1409,TESOURO_VERDE
1410,AKSES
1411,AKSES
1412,TESOURO_VERDE
1413,TESOURO_VERDE
1414,TESOURO_VERDE
1415,TESOURO_VERDE
1416,TESOURO_VERDE
1417,AKSES
1418,TESOURO_VERDE
1419,TESOURO_VERDE
1420,AKSES
1421,AKSES
1422,TESOURO_VERDE
1423,TESOURO_VERDE
1424,AKSES
1425,AKSES
1426,TESOURO_VERDE
1427,TESOURO_VERDE
1428,AKSES
1429,AKSES
1430,TESOURO_VERDE
1431,AKSES
1432,TESOURO_VERDE
1433,AKSES
1434,TESOURO_VERDE
1435,AKSES
1436,AKSES
1437,TESOURO_VERDE
1438,AKSES
1439,AKSES
1440,AKSES
1441,TESOURO_VERDE
1442,AKSES
1443,AKSES
1444,AKSES
1445,AKSES
1446,TESOURO_VERDE
1447,AKSES
1448,AKSES
1449,TESOURO_VERDE
1450,TESOURO_VERDE
1451,TESOURO_VERDE
1452,TESOURO_VERDE
1453,TESOURO_VERDE
1454,TESOURO_VERDE
1455,TESOURO_VERDE
1456,TESOURO_VERDE
1457,TESOURO_VERDE
1458,TESOURO_VERDE
1459,TESOURO_VERDE
1460,AKSES
1461,AKSES
1462,AKSES
1463,AKSES
1464,TESOURO_VERDE
1465,TESOURO_VERDE
1466,TESOURO_VERDE
1467,TESOURO_VERDE
1468,TESOURO_VERDE
1469,TESOURO_VERDE
1470,TESOURO_VERDE
1471,AKSES
1472,TESOURO_VERDE
1473,AKSES
1474,TESOURO_VERDE
1475,AKSES
1476,AKSES
1477,TESOURO_VERDE
1478,AKSES
1480,TESOURO_VERDE
1481,TESOURO_VERDE
1482,TESOURO_VERDE
1483,AKSES
1484,TESOURO_VERDE
1486,AKSES
1487,AKSES
1488,TESOURO_VERDE
1489,TESOURO_VERDE
1490,AKSES
1491,AKSES
1492,AKSES
1493,AKSES
1494,AKSES
1495,TESOURO_VERDE
1496,TESOURO_VERDE
1497,TESOURO_VERDE
1498,TESOURO_VERDE
1499,AKSES
1500,AKSES
1501,TESOURO_VERDE
1502,TESOURO_VERDE
1503,AKSES
1504,AKSES
1505,TESOURO_VERDE
1506,TESOURO_VERDE
1507,AKSES
1508,AKSES
1509,TESOURO_VERDE
1510,AKSES
1511,AKSES
1512,TESOURO_VERDE
1513,TESOURO_VERDE
1514,AKSES
1515,AKSES
1516,AKSES
1517,TESOURO_VERDE
1518,AKSES
1519,AKSES
1520,AKSES
1521,TESOURO_VERDE
1522,AKSES
1523,AKSES
1524,AKSES
1525,TESOURO_VERDE
1526,AKSES
1527,TESOURO_VERDE
1528,TESOURO_VERDE
1529,TESOURO_VERDE
1530,TESOURO_VERDE
1531,TESOURO_VERDE
1532,TESOURO_VERDE
1533,AKSES
1534,AKSES
1535,AKSES
1536,AKSES
1537,AKSES
1538,TESOURO_VERDE
1539,TESOURO_VERDE
1540,TESOURO_VERDE
1541,TESOURO_VERDE
1542,TESOURO_VERDE
1543,TESOURO_VERDE
1544,AKSES
1545,TESOURO_VERDE
1546,AKSES
1547,TESOURO_VERDE
1548,TESOURO_VERDE
1549,AKSES
1550,AKSES
1551,AKSES
1552,TESOURO_VERDE
1553,TESOURO_VERDE
1554,TESOURO_VERDE
1555,TESOURO_VERDE
1556,AKSES
1557,TESOURO_VERDE
1558,TESOURO_VERDE
1559,AKSES
1560,TESOURO_VERDE
1561,TESOURO_VERDE
1562,AKSES
1563,AKSES
1564,ADM
1565,ADM
1566,ADM
1567,AKSES
1568,TESOURO_VERDE
1569,TESOURO_VERDE
1570,TESOURO_VERDE
1571,TESOURO_VERDE
1572,AKSES
1573,TESOURO_VERDE
1574,TESOURO_VERDE
1575,TESOURO_VERDE
1576,TESOURO_VERDE
1577,AKSES
1578,TESOURO_VERDE
1579,TESOURO_VERDE
1580,AKSES
1581,TESOURO_VERDE
1582,TESOURO_VERDE
1583,TESOURO_VERDE
1584,AKSES
1585,AKSES
1586,TESOURO_VERDE
1587,AKSES
1588,AKSES
1589,AKSES
1590,AKSES
1591,AKSES
1592,TESOURO_VERDE
1593,AKSES
1594,AKSES
1595,AKSES
1596,AKSES
1597,AKSES
1598,AKSES
1599,AKSES
1600,AKSES
1601,AKSES
1602,AKSES
1603,AKSES
1604,AKSES
1605,AKSES
1606,AKSES
1607,AKSES
1608,AKSES
1609,TESOURO_VERDE
1610,AKSES
1611,AKSES
1612,AKSES
1613,AKSES
1614,AKSES
1615,TESOURO_VERDE
1616,AKSES
1617,TESOURO_VERDE
1618,TESOURO_VERDE
1619,AKSES
1620,AKSES
1621,TESOURO_VERDE
1622,AKSES
1623,AKSES
1624,AKSES
1625,TESOURO_VERDE
1626,AKSES
1627,AKSES
1628,AKSES
1629,AKSES
1630,AKSES
1631,AKSES
1632,AKSES
1633,AKSES
1634,AKSES
1635,AKSES
1636,AKSES
1637,AKSES
1638,AKSES
1639,AKSES
1640,AKSES
1641,AKSES
1642,AKSES
1643,AKSES
1644,AKSES
1645,TESOURO_VERDE
1646,TESOURO_VERDE
1647,TESOURO_VERDE
1648,TESOURO_VERDE
1649,TESOURO_VERDE
1650,AKSES
1651,AKSES
1652,AKSES
1653,AKSES
1654,AKSES
1655,AKSES
1656,AKSES
1657,AKSES
1658,AKSES
1659,AKSES
1660,AKSES
1661,AKSES
1662,AKSES
1663,AKSES
1664,AKSES
1665,AKSES
1666,AKSES
1667,TESOURO_VERDE
1668,ADM
1669,AKSES
1670,AKSES
1671,AKSES
1672,AKSES
1673,AKSES
1674,AKSES
1675,AKSES
1676,AKSES
1677,TESOURO_VERDE
1680,AKSES
1681,AKSES
1682,AKSES
1683,AKSES
1684,AKSES
1685,TESOURO_VERDE
1686,AKSES
1687,TESOURO_VERDE
1688,AKSES
1689,AKSES
1690,AKSES
1691,AKSES
1692,AKSES
1693,AKSES
1694,AKSES
1695,AKSES
1696,AKSES
1697,TESOURO_VERDE
1698,TESOURO_VERDE
1699,AKSES
1700,AKSES
1701,AKSES
1702,TESOURO_VERDE
1703,AKSES
1704,AKSES
1705,AKSES
1706,AKSES
1707,AKSES
1708,AKSES
1709,AKSES
1710,AKSES
1711,AKSES
1712,AKSES
1713,AKSES
1714,AKSES
1715,AKSES
1716,AKSES
1717,TESOURO_VERDE
1718,TESOURO_VERDE
1719,AKSES
1720,AKSES
1721,ADM
1722,TESOURO_VERDE
1723,AKSES
1724,TESOURO_VERDE
1725,TESOURO_VERDE
1726,AKSES
1727,TESOURO_VERDE
1728,AKSES
1729,TESOURO_VERDE
1730,AKSES
1731,AKSES
1732,ADM
1733,TESOURO_VERDE
1734,AKSES
1735,AKSES
1736,AKSES
1737,AKSES
1738,AKSES
1739,AKSES
1740,TESOURO_VERDE
1741,AKSES
1742,AKSES
1743,ADM
1744,AKSES
1745,TESOURO_VERDE
1746,AKSES
1747,AKSES
1748,AKSES
1749,TESOURO_VERDE
1750,AKSES
1751,AKSES
1752,TESOURO_VERDE
1753,AKSES
1754,TESOURO_VERDE
1755,AKSES
1756,AKSES
1757,TESOURO_VERDE
1758,AKSES
1759,AKSES
1760,AKSES
1761,AKSES
1762,TESOURO_VERDE
1763,AKSES
1764,AKSES
1765,AKSES
1766,AKSES
1767,AKSES
1768,AKSES
1769,TESOURO_VERDE
1770,AKSES
1771,AKSES
1772,AKSES
1773,AKSES
1774,AKSES
1775,AKSES
1776,AKSES
1777,AKSES
1778,AKSES
1779,AKSES
1780,ADM
1781,TESOURO_VERDE
1782,AKSES
1783,AKSES
1784,AKSES
1785,AKSES
1786,TESOURO_VERDE
1787,AKSES
1788,AKSES
1789,TESOURO_VERDE
1790,TESOURO_VERDE
1791,AKSES
1792,AKSES
1793,AKSES
1794,AKSES
1795,AKSES
1796,AKSES
1797,AKSES
1798,AKSES
1799,TESOURO_VERDE
1800,AKSES
1801,AKSES
1802,AKSES
1803,AKSES
1804,AKSES
1805,AKSES
1806,AKSES
1807,AKSES
1808,AKSES
1809,AKSES
1810,AKSES
1811,AKSES
1812,AKSES
1813,AKSES
1814,AKSES
1815,AKSES
1816,AKSES
1817,AKSES
