id,issuer_id,recipient_id,ucs_transfer_amount,distribution_id,status,observations,created_by,created_date,last_modified_by,last_modified_date,reason_description,type_reason,origin_platform_id,recipient_platform_id
1105,3,402,1031,38741,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18765",933,2023-07-06 19:18:08.020657,0,2024-11-25 08:58:49.703419,,,4,4
1098,3,402,12590,38750,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18758",933,2023-07-06 19:17:08.615585,0,2024-11-25 08:58:49.929829,,,4,4
1784,3,342,446,38060,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27422",933,2023-07-07 08:41:16.943189,933,2024-11-25 08:56:27.36273,,,4,4
1101,3,402,55209,38746,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18761",933,2023-07-06 19:17:34.222058,0,2024-11-25 08:58:49.845911,,,4,4
1099,3,402,260,38749,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18759",933,2023-07-06 19:17:17.180168,0,2024-11-25 08:58:49.911667,,,4,4
1102,3,402,33053,38734,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18762",933,2023-07-06 19:17:42.829996,0,2024-11-25 08:58:49.822695,,,4,4
724,3,406,2561,39079,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27746",933,2023-07-06 18:24:20.145921,933,2024-11-25 08:59:03.272263,,,4,4
1106,3,402,227,38740,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18766",933,2023-07-06 19:18:16.412667,0,2024-11-25 08:58:49.678847,,,4,4
1107,3,402,3749,38745,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18767",933,2023-07-06 19:18:24.793874,0,2024-11-25 08:58:49.660611,,,4,4
1108,3,402,3322,38744,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18768",933,2023-07-06 19:18:33.204379,0,2024-11-25 08:58:49.630613,,,4,4
1109,3,402,2763,38743,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18769",933,2023-07-06 19:18:41.65223,0,2024-11-25 08:58:49.59642,,,4,4
1130,3,402,3254,38686,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18790",933,2023-07-06 19:21:39.687975,933,2024-11-25 08:58:50.70205,,,4,4
738,3,404,688,39090,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10290",933,2023-07-06 18:26:19.109059,933,2024-11-25 08:59:03.272484,,,4,4
1454,3,148,84,38420,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18555",933,2023-07-06 20:06:49.927949,933,2024-11-25 08:56:27.362065,,,4,4
739,3,404,1244,39097,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10291",933,2023-07-06 18:26:27.533382,933,2024-11-25 08:59:03.272469,,,4,4
1452,3,146,9551,38400,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27502",933,2023-07-06 20:06:33.254379,933,2024-11-25 08:56:27.362101,,,4,4
1268,3,24,185686,38537,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27326",933,2023-07-06 19:41:02.831211,0,2024-11-25 08:58:49.635335,,,4,4
1459,3,152,22049,38416,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18511",933,2023-07-06 20:07:31.395962,933,2024-11-25 08:56:27.361955,,,4,4
1451,3,146,68322,38401,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18665",933,2023-07-06 20:06:24.89149,933,2024-11-25 08:56:27.362131,,,4,4
1453,3,148,79,38398,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10019",933,2023-07-06 20:06:41.780417,933,2024-11-25 08:56:27.362083,,,4,4
1457,3,150,1399,38418,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27347",933,2023-07-06 20:07:14.450228,933,2024-11-25 08:56:27.362,,,4,4
1455,3,148,12,38415,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27392",933,2023-07-06 20:06:58.029298,933,2024-11-25 08:56:27.362037,,,4,4
1456,3,150,1312,38403,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18510",933,2023-07-06 20:07:06.306456,933,2024-11-25 08:56:27.362019,,,4,4
1458,3,150,196,38417,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9974",933,2023-07-06 20:07:22.804177,933,2024-11-25 08:56:27.361972,,,4,4
1460,3,152,23508,38371,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 27348",933,2023-07-06 20:07:39.790374,933,2024-11-25 08:56:27.361936,,,4,4
653,3,406,1759,39178,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18880",933,2023-07-06 18:14:17.986581,933,2024-11-25 08:59:03.27046,,,4,4
666,3,406,33591,39128,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18893",933,2023-07-06 18:16:07.799363,933,2024-11-25 08:59:03.269336,,,4,4
651,3,406,3455,39215,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18878",933,2023-07-06 18:14:01.203735,933,2024-11-25 08:59:03.270503,,,4,4
664,3,406,14682,39163,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18891",933,2023-07-06 18:15:50.97235,933,2024-11-25 08:59:03.269375,,,4,4
652,3,406,141336,39197,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18879",933,2023-07-06 18:14:09.605349,933,2024-11-25 08:59:03.270481,,,4,4
741,3,404,9503,39094,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10293",933,2023-07-06 18:26:44.354722,933,2024-11-25 08:59:03.27244,,,4,4
1160,3,402,345,38643,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18820",933,2023-07-06 19:25:53.824941,0,2024-11-25 08:58:49.797176,,,4,4
740,3,404,997,39096,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10292",933,2023-07-06 18:26:35.968064,933,2024-11-25 08:59:03.272455,,,4,4
1066,3,402,955,38725,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10254",933,2023-07-06 19:12:36.505446,933,2024-11-25 08:58:50.695382,,,4,4
742,3,404,9475,39103,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10294",933,2023-07-06 18:26:52.774754,933,2024-11-25 08:59:03.272425,,,4,4
1461,3,152,3286,38370,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 9975",933,2023-07-06 20:07:47.67544,933,2024-11-25 08:56:27.361909,,,4,4
1091,3,402,24498,38759,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18751",933,2023-07-06 19:16:08.923571,0,2024-11-25 08:58:50.216333,,,4,4
1090,3,402,4083,38766,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10278",933,2023-07-06 19:16:00.34583,0,2024-11-25 08:58:50.234414,,,4,4
1164,3,402,38350,38649,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18824",933,2023-07-06 19:26:27.279473,0,2024-11-25 08:58:49.681476,,,4,4
1129,3,402,6629,38698,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18789",933,2023-07-06 19:21:31.294387,933,2024-11-25 08:58:50.702069,,,4,4
1103,3,402,735,38723,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18763",933,2023-07-06 19:17:51.230009,0,2024-11-25 08:58:49.772908,,,4,4
1114,3,402,40,38700,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18774",933,2023-07-06 19:19:23.734315,0,2024-11-25 08:58:49.393072,,,4,4
1085,3,402,114,38771,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10273",933,2023-07-06 19:15:17.687047,933,2024-11-25 08:58:50.695089,,,4,4
1110,3,402,84,38721,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18770",933,2023-07-06 19:18:50.041926,0,2024-11-25 08:58:49.568908,,,4,4
1112,3,402,3104,38717,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18772",933,2023-07-06 19:19:07.035133,0,2024-11-25 08:58:49.505103,,,4,4
637,3,406,17854,39201,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10352",933,2023-07-06 18:12:02.574659,0,2024-11-25 08:59:02.999005,,,4,4
1087,3,402,18986,38765,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10275",933,2023-07-06 19:15:34.754519,0,2024-11-25 08:58:50.293223,,,4,4
638,3,406,4379,39182,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10353",933,2023-07-06 18:12:11.020895,0,2024-11-25 08:59:02.970842,,,4,4
2063,6,1103,5,37864,PROCESSED,Doacao Evento,933,2024-08-21 17:09:57.056431,933,2024-08-21 17:10:01.792218,,,2,3
1113,3,402,127,38714,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18773",933,2023-07-06 19:19:15.390313,0,2024-11-25 08:58:49.459572,,,4,4
1116,3,402,1577,38672,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18776",933,2023-07-06 19:19:40.550884,0,2024-11-25 08:58:49.301063,,,4,4
635,3,406,27419,39220,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10350",933,2023-07-06 18:11:45.777262,0,2024-11-25 08:59:03.065072,,,4,4
1111,3,402,567,38720,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18771",933,2023-07-06 19:18:58.623747,0,2024-11-25 08:58:49.540698,,,4,4
636,3,406,749,39218,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10351",933,2023-07-06 18:11:54.123452,0,2024-11-25 08:59:03.041677,,,4,4
1462,3,156,2329,38364,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18512",933,2023-07-06 20:07:56.026488,933,2024-11-25 08:56:27.361891,,,4,4
668,3,406,12730,39159,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18895",933,2023-07-06 18:16:24.703507,933,2024-11-25 08:59:03.269295,,,4,4
1097,3,402,10579,38762,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18757",933,2023-07-06 19:17:00.188357,0,2024-11-25 08:58:49.953686,,,4,4
1868,6,1706,69,37141,PROCESSED,"MUDANÇA DE SALDO PARA ABASTECIMENTO DE PEDIDO ""ORIGEM 75 RESTAURANTE LTDA"" QUE SERÁ UMA DOAÇÃO.",933,2023-08-16 10:52:19.031303,933,2023-08-16 10:52:25.921869,,,4,4
669,3,406,1485,39158,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18896",933,2023-07-06 18:16:33.072897,933,2024-11-25 08:59:03.269275,,,4,4
882,3,400,16257,38938,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10186",933,2023-07-06 18:46:39.306458,933,2024-11-25 08:58:50.695861,,,4,4
1095,3,402,11491,38770,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18755",933,2023-07-06 19:16:43.335811,0,2024-11-25 08:58:49.996679,,,4,4
661,3,406,6228,39168,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18888",933,2023-07-06 18:15:25.63304,933,2024-11-25 08:59:03.270283,,,4,4
1096,3,402,13193,38767,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18756",933,2023-07-06 19:16:51.782091,0,2024-11-25 08:58:49.976582,,,4,4
662,3,406,3070,39167,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18889",933,2023-07-06 18:15:34.089669,933,2024-11-25 08:59:03.269413,,,4,4
663,3,406,11467,39166,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18890",933,2023-07-06 18:15:42.531591,933,2024-11-25 08:59:03.269394,,,4,4
744,3,404,937,39076,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10296",933,2023-07-06 18:27:09.598634,933,2024-11-25 08:59:03.272396,,,4,4
745,3,404,876,39101,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10297",933,2023-07-06 18:27:17.965984,933,2024-11-25 08:59:03.272381,,,4,4
746,3,404,918,39099,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10298",933,2023-07-06 18:27:26.358331,933,2024-11-25 08:59:03.272366,,,4,4
747,3,404,711,39098,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10299",933,2023-07-06 18:27:34.772655,933,2024-11-25 08:59:03.272351,,,4,4
748,3,404,12361,39119,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10300",933,2023-07-06 18:27:43.111401,933,2024-11-25 08:59:03.272336,,,4,4
777,3,404,6428,39026,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18838",933,2023-07-06 18:31:49.122314,933,2024-11-25 08:59:03.271517,,,4,4
778,3,404,761,39022,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18839",933,2023-07-06 18:31:57.754765,933,2024-11-25 08:59:03.271503,,,4,4
779,3,404,734,39046,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18840",933,2023-07-06 18:32:06.26087,933,2024-11-25 08:59:03.271488,,,4,4
780,3,404,1326,39036,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18841",933,2023-07-06 18:32:14.663225,933,2024-11-25 08:59:03.271471,,,4,4
781,3,404,1063,39024,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18842",933,2023-07-06 18:32:23.04048,933,2024-11-25 08:59:03.271451,,,4,4
782,3,404,10131,39069,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18843",933,2023-07-06 18:32:31.514741,933,2024-11-25 08:59:03.271435,,,4,4
783,3,404,10102,39063,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18844",933,2023-07-06 18:32:39.943233,933,2024-11-25 08:59:03.27142,,,4,4
784,3,404,7193,39053,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18845",933,2023-07-06 18:32:48.363049,933,2024-11-25 08:59:03.271406,,,4,4
785,3,404,999,39062,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18846",933,2023-07-06 18:32:57.055199,933,2024-11-25 08:59:03.271391,,,4,4
786,3,404,934,39061,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18847",933,2023-07-06 18:33:05.515842,933,2024-11-25 08:59:03.271376,,,4,4
787,3,404,978,39060,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18848",933,2023-07-06 18:33:13.88848,933,2024-11-25 08:59:03.271362,,,4,4
788,3,404,759,39058,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18849",933,2023-07-06 18:33:22.450617,933,2024-11-25 08:59:03.271347,,,4,4
789,3,404,13179,39066,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 18850",933,2023-07-06 18:33:31.101089,933,2024-11-25 08:59:03.271333,,,4,4
883,3,400,17536,38935,PROCESSED,"Devolução de empréstimos, referentes a adiantamento de politicas públicas, realizado nas datas de 09/11/2017, 17/05/2018 e 26/07/2018. Autorizado por Luzia Umbelino na data de 30/06/2023. Referênte a movimentação de número - 10187",933,2023-07-06 18:46:47.712186,933,2024-11-25 08:58:50.695846,,,4,4
