id,created_by,created_date,last_modified_by,last_modified_date,living_carbon_certificate_order_id,compensation_index_id,value
62,1616,2023-05-25 14:45:11.156097,1616,2023-05-25 14:45:11.156097,14,10,41.09
63,1616,2023-05-25 14:45:11.157432,1616,2023-05-25 14:45:11.157432,14,1,42.00
64,1616,2023-05-26 07:40:27.616634,1616,2023-05-26 07:40:27.616634,15,10,41.09
65,1616,2023-05-26 07:40:27.617679,1616,2023-05-26 07:40:27.617679,15,1,42.00
66,1616,2023-05-26 14:58:46.155236,1616,2023-05-26 14:58:46.155236,16,10,41.09
67,1616,2023-05-26 14:58:46.156329,1616,2023-05-26 14:58:46.156329,16,1,43.00
69,1616,2023-05-26 17:08:11.890941,1616,2023-05-26 17:08:11.890941,17,1,15400.00
68,1616,2023-05-26 17:08:11.889637,1616,2023-05-26 17:08:11.889637,17,10,3000.00
70,1513,2023-05-30 10:55:45.00954,1513,2023-05-30 10:55:45.00954,18,10,652.00
71,1513,2023-05-30 10:55:45.011007,1513,2023-05-30 10:55:45.011007,18,1,157.00
72,1513,2023-05-30 10:55:45.012841,1513,2023-05-30 10:55:45.012841,18,2,67.03
73,1513,2023-05-30 10:55:45.014631,1513,2023-05-30 10:55:45.014631,18,9,0.80
74,1513,2023-05-30 16:14:43.486641,1513,2023-05-30 16:14:43.486641,19,1,2.00
75,1513,2023-07-25 14:35:45.779121,1513,2023-07-25 14:35:45.779121,20,10,499.00
76,1513,2023-07-25 14:35:45.779683,1513,2023-07-25 14:35:45.779683,20,1,60.00
77,1513,2023-07-25 14:35:45.780233,1513,2023-07-25 14:35:45.780233,20,3,4240.00
78,1513,2023-07-25 14:35:45.780644,1513,2023-07-25 14:35:45.780644,20,2,287.03
79,1513,2023-07-25 14:40:50.822434,1513,2023-07-25 14:40:50.822434,21,10,499.00
80,1513,2023-07-25 14:40:50.823149,1513,2023-07-25 14:40:50.823149,21,1,60.00
81,1513,2023-07-25 14:40:50.823693,1513,2023-07-25 14:40:50.823693,21,3,287.03
82,1513,2023-07-25 14:40:50.824245,1513,2023-07-25 14:40:50.824245,21,2,4240.00
83,1513,2023-08-10 12:03:39.032551,1513,2023-08-10 12:03:39.032551,22,10,5584.00
84,1513,2023-08-10 12:03:39.033122,1513,2023-08-10 12:03:39.033122,22,1,14.00
85,1513,2023-08-10 12:03:39.033649,1513,2023-08-10 12:03:39.033649,22,3,1525.00
86,1513,2023-08-10 12:03:39.034055,1513,2023-08-10 12:03:39.034055,22,2,54386.00
87,1513,2023-08-10 12:08:51.948232,1513,2023-08-10 12:08:51.948232,23,10,6449.00
88,1513,2023-08-10 12:08:51.948902,1513,2023-08-10 12:08:51.948902,23,1,8.00
89,1513,2023-08-10 12:08:51.94934,1513,2023-08-10 12:08:51.94934,23,3,1027.00
90,1513,2023-08-10 12:08:51.949798,1513,2023-08-10 12:08:51.949798,23,2,37206.00
91,1513,2023-08-15 17:54:16.261846,1513,2023-08-15 17:54:16.261846,24,1,14.00
92,1706,2023-08-16 11:24:24.594017,1706,2023-08-16 11:24:24.594017,25,10,1377.38
93,1706,2023-08-16 11:24:24.594818,1706,2023-08-16 11:24:24.594818,25,1,57.00
94,1706,2023-08-16 11:24:24.595614,1706,2023-08-16 11:24:24.595614,25,3,0.00
95,1706,2023-08-16 11:24:24.596396,1706,2023-08-16 11:24:24.596396,25,2,155470.00
96,1513,2023-10-19 16:38:09.916831,1513,2023-10-19 16:38:09.916831,26,22,6803.00
97,1513,2023-10-19 16:38:09.918425,1513,2023-10-19 16:38:09.918425,26,13,18.00
98,1513,2023-10-19 16:38:09.919663,1513,2023-10-19 16:38:09.919663,26,15,50.00
99,1513,2023-10-19 16:38:09.920339,1513,2023-10-19 16:38:09.920339,26,14,2000.00
100,1512,2023-10-24 09:04:02.395544,1512,2023-10-24 09:04:02.395544,27,13,1.00
101,1513,2023-11-28 16:13:07.175037,1513,2023-11-28 16:13:07.175037,28,22,116.26
102,1513,2023-11-28 16:13:07.177572,1513,2023-11-28 16:13:07.177572,28,13,2.00
103,1513,2023-11-28 16:13:07.179744,1513,2023-11-28 16:13:07.179744,28,15,41.00
104,1513,2023-11-28 16:13:07.180804,1513,2023-11-28 16:13:07.180804,28,14,3831.00
105,1513,2023-11-28 16:13:07.181785,1513,2023-11-28 16:13:07.181785,28,21,0.23
106,1513,2023-11-28 16:13:07.182862,1513,2023-11-28 16:13:07.182862,28,17,352.00
107,1513,2023-11-28 16:13:07.184597,1513,2023-11-28 16:13:07.184597,28,16,2200.00
108,1512,2024-01-11 14:32:12.951726,1512,2024-01-11 14:32:12.951726,29,13,25.00
109,2068,2024-06-18 13:47:27.925052,2068,2024-06-18 13:47:27.925052,30,36,2518.04
110,2068,2024-06-18 13:47:27.928732,2068,2024-06-18 13:47:27.928732,30,15,4963.73
111,2068,2024-06-18 13:47:27.929977,2068,2024-06-18 13:47:27.929977,30,38,216220.80
112,2068,2024-06-18 13:47:27.93071,2068,2024-06-18 13:47:27.93071,30,35,14.19
113,2070,2024-06-18 13:49:52.962406,2070,2024-06-18 13:49:52.962406,31,36,1771.44
114,2070,2024-06-18 13:49:52.963472,2070,2024-06-18 13:49:52.963472,31,15,600.00
115,2070,2024-06-18 13:49:52.964323,2070,2024-06-18 13:49:52.964323,31,38,57111.00
116,2070,2024-06-18 13:49:52.965075,2070,2024-06-18 13:49:52.965075,31,35,5.70
117,1512,2024-07-04 15:36:27.201682,1512,2024-07-04 15:36:27.201682,32,36,2201.00
118,1512,2024-07-04 15:36:27.204314,1512,2024-07-04 15:36:27.204314,32,33,16.00
119,1512,2024-07-04 15:36:27.206178,1512,2024-07-04 15:36:27.206178,32,38,16202.00
120,2096,2024-07-18 06:34:58.791544,2096,2024-07-18 06:34:58.791544,33,36,2201.00
121,2096,2024-07-18 06:34:58.795874,2096,2024-07-18 06:34:58.795874,33,33,16.00
122,2096,2024-07-18 06:34:58.798652,2096,2024-07-18 06:34:58.798652,33,38,16202.00
123,1512,2024-08-06 16:43:25.347221,1512,2024-08-06 16:43:25.347221,34,36,40.00
124,1512,2024-08-06 16:43:25.350264,1512,2024-08-06 16:43:25.350264,34,33,7.00
125,1512,2024-08-06 16:43:25.35213,1512,2024-08-06 16:43:25.35213,34,15,24.00
126,1512,2024-08-06 16:43:25.353276,1512,2024-08-06 16:43:25.353276,34,38,2880.00
127,1512,2024-08-06 16:43:25.354369,1512,2024-08-06 16:43:25.354369,34,35,0.36
128,1512,2024-08-13 10:25:18.905231,1512,2024-08-13 10:25:18.905231,35,36,100.00
129,1512,2024-08-13 10:25:18.906374,1512,2024-08-13 10:25:18.906374,35,33,2.00
130,1512,2024-08-13 10:25:18.907055,1512,2024-08-13 10:25:18.907055,35,15,10.00
131,1512,2024-08-13 10:25:18.907864,1512,2024-08-13 10:25:18.907864,35,38,3000.00
132,1512,2024-09-29 22:28:21.27164,1512,2024-09-29 22:28:21.27164,36,36,100.00
133,1512,2024-09-29 22:28:21.273252,1512,2024-09-29 22:28:21.273252,36,33,2.00
134,1512,2024-09-29 22:28:21.274043,1512,2024-09-29 22:28:21.274043,36,15,10.00
135,1512,2024-09-29 22:28:21.274615,1512,2024-09-29 22:28:21.274615,36,38,3000.00
136,1512,2024-10-01 12:42:22.127616,1512,2024-10-01 12:42:22.127616,37,36,100.00
137,1512,2024-10-01 12:42:22.128495,1512,2024-10-01 12:42:22.128495,37,33,2.00
138,1512,2024-10-01 12:42:22.129118,1512,2024-10-01 12:42:22.129118,37,15,10.00
139,1512,2024-10-01 12:42:22.129748,1512,2024-10-01 12:42:22.129748,37,38,3000.00
140,1512,2024-10-01 12:42:22.130333,1512,2024-10-01 12:42:22.130333,37,17,300.00
141,1512,2024-10-01 12:42:22.131017,1512,2024-10-01 12:42:22.131017,37,18,600.00
142,1512,2024-10-02 13:17:02.346964,1512,2024-10-02 13:17:02.346964,38,36,90.00
143,1512,2024-10-02 13:17:02.34854,1512,2024-10-02 13:17:02.34854,38,33,4.00
144,1512,2024-10-02 13:17:02.349828,1512,2024-10-02 13:17:02.349828,38,15,56.00
145,1512,2024-10-02 13:17:02.350801,1512,2024-10-02 13:17:02.350801,38,38,18000.00
146,1512,2024-10-02 13:17:02.351704,1512,2024-10-02 13:17:02.351704,38,35,4.00
147,1512,2024-10-02 13:17:02.35302,1512,2024-10-02 13:17:02.35302,38,17,5700.00
148,1512,2024-10-02 13:17:02.353922,1512,2024-10-02 13:17:02.353922,38,23,3.00
149,1512,2024-10-04 08:44:56.761146,1512,2024-10-04 08:44:56.761146,39,36,90.00
150,1512,2024-10-04 08:44:56.761914,1512,2024-10-04 08:44:56.761914,39,33,4.00
151,1512,2024-10-04 08:44:56.762692,1512,2024-10-04 08:44:56.762692,39,15,12.00
152,1512,2024-10-04 08:44:56.763417,1512,2024-10-04 08:44:56.763417,39,38,1200.00
153,1512,2024-10-04 08:44:56.764251,1512,2024-10-04 08:44:56.764251,39,35,1.00
154,1512,2024-10-04 08:44:56.764967,1512,2024-10-04 08:44:56.764967,39,17,5700.00
155,1512,2024-10-31 15:59:48.018948,1512,2024-10-31 15:59:48.018948,40,36,800.00
156,1512,2024-10-31 15:59:48.022569,1512,2024-10-31 15:59:48.022569,40,33,65.00
157,1512,2024-10-31 15:59:48.02471,1512,2024-10-31 15:59:48.02471,40,38,22896.00
158,1512,2025-01-06 08:47:13.815327,1512,2025-01-06 08:47:13.815327,41,36,320.00
159,1512,2025-01-06 08:47:13.817404,1512,2025-01-06 08:47:13.817404,41,33,250.00
160,1512,2025-01-06 08:47:13.819243,1512,2025-01-06 08:47:13.819243,41,15,60.00
161,1512,2025-01-06 08:47:13.820758,1512,2025-01-06 08:47:13.820758,41,38,14185.00
162,1512,2025-01-06 08:47:13.8221,1512,2025-01-06 08:47:13.8221,41,17,12480.00
163,1512,2025-02-20 09:43:47.017678,1512,2025-02-20 09:43:47.017678,42,36,100.00
164,1512,2025-02-20 09:43:47.020523,1512,2025-02-20 09:43:47.020523,42,33,7.00
165,1512,2025-02-20 09:43:47.021788,1512,2025-02-20 09:43:47.021788,42,38,9411.00
166,1512,2025-02-20 09:43:47.022681,1512,2025-02-20 09:43:47.022681,42,35,0.59
167,1512,2025-02-25 17:33:05.275945,1512,2025-02-25 17:33:05.275945,43,36,600.00
168,1512,2025-02-25 17:33:05.277593,1512,2025-02-25 17:33:05.277593,43,33,66.00
169,1512,2025-02-25 17:33:05.278677,1512,2025-02-25 17:33:05.278677,43,15,45.00
170,1512,2025-02-25 17:33:05.279577,1512,2025-02-25 17:33:05.279577,43,38,788.00
171,1512,2025-02-25 17:33:05.280448,1512,2025-02-25 17:33:05.280448,43,35,0.56
172,1512,2025-02-25 17:33:05.28147,1512,2025-02-25 17:33:05.28147,43,16,700.00
173,1512,2025-02-25 17:33:05.28337,1512,2025-02-25 17:33:05.28337,43,18,400.00
174,1512,2025-02-25 17:35:22.130446,1512,2025-02-25 17:35:22.130446,44,36,320.00
175,1512,2025-02-25 17:35:22.131527,1512,2025-02-25 17:35:22.131527,44,33,12.00
176,1512,2025-02-25 17:35:22.132394,1512,2025-02-25 17:35:22.132394,44,15,10.00
177,1512,2025-02-25 17:35:22.133204,1512,2025-02-25 17:35:22.133204,44,38,200.00
178,1512,2025-02-25 17:35:22.134042,1512,2025-02-25 17:35:22.134042,44,35,0.50
179,1512,2025-02-25 17:35:22.135029,1512,2025-02-25 17:35:22.135029,44,16,500.00
180,1512,2025-03-21 14:20:12.594384,1512,2025-03-21 14:20:12.594384,45,36,7000.00
181,1512,2025-03-21 14:20:12.597409,1512,2025-03-21 14:20:12.597409,45,33,90.00
182,1512,2025-03-21 14:20:12.598346,1512,2025-03-21 14:20:12.598346,45,15,200.00
183,1512,2025-03-21 14:20:12.59943,1512,2025-03-21 14:20:12.59943,45,38,50000.00
184,1512,2025-03-21 14:20:12.600443,1512,2025-03-21 14:20:12.600443,45,35,5.00
185,1512,2025-03-21 14:20:12.601295,1512,2025-03-21 14:20:12.601295,45,17,150.00
186,1512,2025-03-21 14:20:12.602062,1512,2025-03-21 14:20:12.602062,45,18,500.00
187,1512,2025-03-25 18:05:35.395348,1512,2025-03-25 18:05:35.395348,46,36,100.00
188,1512,2025-03-25 18:05:35.396724,1512,2025-03-25 18:05:35.396724,46,33,5.00
189,1512,2025-03-25 18:05:35.397803,1512,2025-03-25 18:05:35.397803,46,15,15.42
190,1512,2025-03-25 18:05:35.398793,1512,2025-03-25 18:05:35.398793,46,38,2098.18
191,1512,2025-03-25 18:05:35.399561,1512,2025-03-25 18:05:35.399561,46,35,0.30
192,1512,2025-03-25 18:05:35.400517,1512,2025-03-25 18:05:35.400517,46,17,300.00
193,2310,2025-05-12 16:55:41.16957,2310,2025-05-12 16:55:41.16957,47,36,30.00
194,1512,2025-05-14 14:47:47.924605,1512,2025-05-14 14:47:47.924605,48,36,600.00
195,1512,2025-05-14 14:47:47.926903,1512,2025-05-14 14:47:47.926903,48,33,13.00
196,1512,2025-05-14 14:47:47.92776,1512,2025-05-14 14:47:47.92776,48,15,153.00
197,1512,2025-05-14 14:47:47.928735,1512,2025-05-14 14:47:47.928735,48,38,23644.00
198,1512,2025-05-14 14:47:47.9297,1512,2025-05-14 14:47:47.9297,48,17,960.00
199,1512,2025-05-14 14:47:47.931342,1512,2025-05-14 14:47:47.931342,48,18,5040.00
