id,composition_register_type,barcode,supplier_id,our_number,branch_company_id,titles_amount,discount_amount,increase_amount,payment_total_amount,fee_amount,due_date,extension_date,liquidation_date,remittance_generated,paid,contributing_supplier_id,beneficiary_id,title_issuer_id,created_by,created_date,last_modified_by,last_modified_date
43,BILLET,23792477099220600000926002614605791510000250000,368,09220600000260,1,2500.00,0.00,0.00,2500.00,0.00,2022-10-27,,,f,t,,,,890,2022-10-26 10:51:28.23678,890,2022-10-26 10:51:28.23678
42,BILLET,34191091070059165076791008760000391510000017999,6,10910005916,1,179.99,0.00,0.00,179.99,0.00,2022-10-27,,,f,t,,,,890,2022-10-26 10:43:12.87306,890,2022-10-26 10:43:12.87306
40,BILLET,23794150099003023660996000211407100000000000000,3,0903023660964,1,23410.36,0.00,0.00,23410.36,0.00,2022-10-25,,,f,f,,,,890,2022-10-25 10:56:11.129792,890,2022-10-25 10:56:11.129792
46,BILLET,00190000090319409800402512462173191520000021783,32,2512462,1,217.83,0.00,0.00,217.83,0.00,2022-10-28,,,f,t,,,,890,2022-10-26 11:01:29.666136,890,2022-10-26 11:01:29.666136
45,BILLET,00190000090319409800402512327178391520000041672,32,2512327,1,416.72,0.00,0.00,416.72,0.00,2022-10-28,,,f,t,,,,890,2022-10-26 10:59:24.182199,890,2022-10-26 10:59:24.182199
93,BILLET,23792374033000300533459000372405791620000064454,369,003000300533591,1,644.54,0.00,27.80,672.34,0.00,2022-11-07,,,f,f,,,,890,2022-11-14 14:31:45.526327,890,2022-11-14 14:31:45.526327
47,BILLET,23792374039000402231635000372405192110000064454,369,009000402231354,1,644.54,0.00,0.00,644.54,0.00,2022-12-26,,,f,t,,,,890,2022-10-26 11:56:49.788821,890,2022-10-26 11:56:49.788821
44,BILLET,23792477099220600000913002614603591510000250000,368,09220600000139,1,2500.00,0.00,0.00,2500.00,0.00,2022-10-27,,,f,t,,,,890,2022-10-26 10:54:46.494364,890,2022-10-26 10:54:46.494364
48,BILLET,34191092896216326293480145580009491810000101000,5,2229920704,1,1010.00,0.00,0.00,1010.00,0.00,2022-11-26,,,f,t,,,,890,2022-10-28 11:20:37.714792,890,2022-10-28 11:20:37.714792
54,BILLET,34191092896496530293480145580009191880000057000,5,109286496530,1,570.00,0.00,0.00,570.00,0.00,2022-12-03,,,f,t,,,,890,2022-11-03 13:48:23.890438,890,2022-11-03 13:48:23.890438
55,BILLET,07797777395166721594495657250726291580000066000,78,7777351667215949565725072,1,660.00,0.00,0.00,660.00,0.00,2022-11-03,,,f,t,,,,890,2022-11-03 14:09:52.070168,890,2022-11-03 14:09:52.070168
50,BILLET,00190000090348828300700010573178691550000129988,295,34882830000010573,1,1299.88,0.00,0.00,1299.88,0.00,2022-10-31,,,f,t,,,,890,2022-10-31 11:32:50.343426,890,2022-10-31 11:32:50.343426
49,BILLET,03399534655411654120900279801013991540000071548,388,1654120002798,1,715.48,0.00,0.00,715.48,0.00,2022-10-30,,,f,t,,,,890,2022-10-31 11:20:19.347534,890,2022-10-31 11:20:19.347534
63,BILLET,00190000090319409800402536137173791690000016833,32,0002536137,1,168.33,0.00,0.00,168.33,0.00,2022-11-14,,,f,t,,,,890,2022-11-07 10:16:02.997788,890,2022-11-07 10:16:02.997788
71,BILLET,74593181064928002500510012948633791640001096901,404,001001294863,1,10969.01,0.00,0.00,10969.01,0.00,2022-11-09,,,f,t,,,,890,2022-11-09 09:19:22.578678,890,2022-11-09 09:19:22.578678
68,COMPOSITION,,55,,1,216.45,,,216.45,,,,,f,t,,,,890,2022-11-08 15:02:13.645836,890,2022-11-08 15:02:13.645836
51,BILLET,34191090166408358044558198570002991560000927633,40,109016408358,1,9276.33,0.00,0.00,9276.33,0.00,2022-11-01,,,f,t,,,,890,2022-11-01 09:37:08.821955,890,2022-11-01 09:37:08.821955
52,BILLET,34191090995413526849552104710000991560000177678,39,109095413526,1,1776.78,0.00,0.00,1776.78,0.00,2022-11-01,,,f,t,,,,890,2022-11-01 09:42:33.761132,890,2022-11-01 09:42:33.761132
53,BILLET,00190000090322497600500001510171191560000242400,36,32249760000001510,1,2424.00,0.00,0.00,2424.00,0.00,2022-11-01,,,f,t,,,,890,2022-11-01 09:47:34.255931,890,2022-11-01 09:47:34.255931
64,BILLET,00190000090319409800402536222173491690000016833,32,0002536222,1,168.33,0.00,0.00,168.33,0.00,2022-11-14,,,f,t,,,,890,2022-11-07 10:19:04.815846,890,2022-11-07 10:19:04.815846
61,BILLET,00190000090348828300700010725174891620000102901,295,34882830000010725,1,1029.01,0.00,0.00,1029.01,0.00,2022-11-07,,,f,t,,,,890,2022-11-04 15:46:27.192252,890,2022-11-04 15:46:27.192252
58,BILLET,34191570070001884933152201000008591600000900000,88,15700000188,1,9000.00,0.00,0.00,9000.00,0.00,2022-11-05,,,f,t,,,,890,2022-11-04 15:28:16.011966,890,2022-11-04 15:28:16.011966
62,BILLET,00190000090315311200200004592176591620000045768,109,00031531120000004592,1,457.68,0.00,0.00,457.68,0.00,2022-11-07,,,f,t,,,,890,2022-11-07 08:39:47.732776,890,2022-11-07 08:39:47.732776
59,BILLET,34191090579291495663301998800005191600000137344,80,109059291495,1,1373.44,0.00,0.00,1373.44,0.00,2022-11-05,,,f,t,,,,890,2022-11-04 15:30:35.007738,890,2022-11-04 15:30:35.007738
60,BILLET,75691500430112413200000163360076191610000010000,92,16336,1,100.00,0.00,0.00,100.00,0.00,2022-11-06,,,f,t,,,,890,2022-11-04 15:37:46.909911,890,2022-11-04 15:37:46.909911
56,BILLET,23792981089005000008321000399903191600000830396,79,09005000008219,1,8303.96,0.00,0.00,8303.96,0.00,2022-11-05,,,f,t,,,,890,2022-11-04 15:19:33.719026,890,2022-11-04 15:19:33.719026
69,COMPOSITION,,60,,1,216.45,,,216.45,,,,,f,t,,,,890,2022-11-08 15:02:13.705464,890,2022-11-08 15:02:13.705464
66,COMPOSITION,,29,,1,793.79,,,793.79,,,,,f,t,,,,890,2022-11-08 15:02:13.353876,890,2022-11-08 15:02:13.353876
70,COMPOSITION,,69,,1,216.90,,,216.90,,,,,f,t,,,,890,2022-11-08 15:02:13.763906,890,2022-11-08 15:02:13.763906
67,COMPOSITION,,54,,1,216.45,,,216.45,,,,,f,t,,,,890,2022-11-08 15:02:13.544061,890,2022-11-08 15:02:13.544061
88,BILLET,00190000090319409800402539614178191770000041672,32,0002539614,1,416.72,0.00,0.00,416.72,0.00,2022-11-22,,,f,t,,,,890,2022-11-11 11:11:52.192672,890,2022-11-11 11:11:52.192672
57,BILLET,23790504009230500000902061964702191600000829450,81,09230500000021,1,8294.50,0.00,0.00,8294.50,0.00,2022-11-05,,,f,t,,,,890,2022-11-04 15:25:47.00033,890,2022-11-04 15:25:47.00033
89,BILLET,00190000090319409800402539619177191770000041672,32,0002539619,1,416.72,0.00,0.00,416.72,0.00,2022-11-22,,,f,t,,,,890,2022-11-11 11:15:31.033228,890,2022-11-11 11:15:31.033228
101,BILLET,10498296567000010004300195452016791750000014990,308,140000000019545202,1,149.90,0.00,0.00,149.90,0.00,2022-11-20,,,f,t,,,,890,2022-11-21 09:55:34.724754,890,2022-11-21 09:55:34.724754
99,BILLET,23792374033000300533459000372405891750000064454,369,000300533591,1,644.54,0.00,0.00,644.54,0.00,2022-11-20,,,f,f,,,,890,2022-11-21 09:28:22.368349,890,2022-11-21 09:28:22.368349
81,COMPOSITION,,342,,1,68.37,,,68.37,,,,,f,t,,,,890,2022-11-10 10:26:34.406896,890,2022-11-10 10:26:34.406896
65,BILLET,34191092896625849293480145580009691920000128600,5,109286625849,1,1286.00,0.00,0.00,1286.00,0.00,2022-12-07,,,f,t,,,,890,2022-11-08 08:45:54.770459,890,2022-11-08 08:45:54.770459
85,COMPOSITION,,361,,1,140.82,,,140.82,,,,,f,t,,,,890,2022-11-10 10:50:23.843591,890,2022-11-10 10:50:23.843591
78,COMPOSITION,,102,,1,140.82,,,140.82,,,,,f,t,,,,890,2022-11-10 10:26:34.295412,890,2022-11-10 10:26:34.295412
72,BILLET,34191090242587610633401724010002891650000223642,99,109022587610,1,2236.42,0.00,0.00,2236.42,0.00,2022-11-10,,,f,t,,,,890,2022-11-09 14:56:35.63423,890,2022-11-09 14:56:35.63423
97,BILLET,03399948320120000011382669001016191760000311748,307,11826690,1,3117.48,0.00,0.00,3117.48,0.00,2022-11-21,,,f,t,,,,890,2022-11-21 09:11:36.534953,890,2022-11-21 09:11:36.534953
102,BILLET,10497271738680011964536268064833191780001839211,419,148001963626806486,1,18392.11,0.00,0.00,18392.11,0.00,2022-11-23,,,t,t,,,,890,2022-11-22 09:14:41.170386,890,2022-11-22 09:14:41.170386
104,BILLET,34191090162276843339722650090008391920000022880,420,1227684,1,228.80,0.00,0.00,228.80,0.00,2022-12-07,,,t,t,,,,890,2022-11-23 09:45:25.746384,890,2022-11-23 09:45:25.746384
182,BILLET,34191092898205616293480145580009892230000085800,5,109288205616,1,858.00,0.00,0.00,858.00,0.00,2023-01-07,,,t,t,,,,890,2022-12-08 17:40:09.457324,890,2022-12-08 17:40:09.457324
106,BILLET,34191092897490771293480145580009292100000676000,5,109287490771,1,6760.00,0.00,0.00,6760.00,0.00,2022-12-25,,,t,t,,,,890,2022-11-25 10:32:30.697412,890,2022-11-25 10:32:30.697412
271,COMPOSITION,,41,,1,11487.65,,,11487.65,,,,,t,t,,,,890,2023-01-10 12:28:12.371238,890,2023-01-10 12:28:12.371238
272,COMPOSITION,,28,,1,1265.83,,,1265.83,,,,,t,t,,,,890,2023-01-10 12:28:12.383751,890,2023-01-10 12:28:12.383751
114,COMPOSITION,,28,,1,246.00,0.00,0.00,246.00,0.00,,,,t,t,,,,890,2022-11-29 11:31:49.793692,890,2022-11-30 13:07:24.741681
103,BILLET,34191092897253195293480145580009992070000079800,5,109287253195,1,798.00,0.00,0.00,798.00,0.00,2022-12-22,,,t,t,,,,890,2022-11-23 09:31:37.888467,890,2022-11-23 09:31:37.888467
111,BILLET,34191092897715797293480145580009792140000071250,5,109287715797,1,712.50,0.00,0.00,712.50,0.00,2022-12-29,,,t,t,,,,890,2022-11-29 10:22:25.323595,890,2022-11-29 10:22:25.323595
112,BILLET,00190000090319409800402551188176691860000041672,32,2551188,1,416.72,0.00,0.00,416.72,0.00,2022-12-01,,,t,t,,,,890,2022-11-29 10:26:41.256085,890,2022-11-29 10:26:41.256085
113,BILLET,34191091070060007076791008760000691840000087729,6,10910006000,1,877.29,0.00,0.00,877.29,0.00,2022-11-29,,,t,t,,,,890,2022-11-29 10:30:25.114628,890,2022-11-29 10:30:25.114628
105,BILLET,03399534655410006095076369301015991850000089239,388,6095763693,1,892.39,0.00,0.00,892.39,0.00,2022-11-30,,,t,t,,,,890,2022-11-25 10:27:13.937732,890,2022-11-25 10:27:13.937732
96,BILLET,00190000090348828300700011094174891760000036847,295,34882830000011094,1,368.47,0.00,0.00,368.47,0.00,2022-11-21,,,f,t,,,,890,2022-11-21 09:06:13.40734,890,2022-11-21 09:06:13.40734
100,BILLET,23793380032000371111473000342102991750000004815,293,000371111732,1,48.15,0.00,0.00,48.15,0.00,2022-11-20,,,f,t,,,,890,2022-11-21 09:50:59.401471,890,2022-11-21 09:50:59.401471
94,BILLET,00190000090348828300700011378171991760000007401,295,34882830000011378,1,74.01,0.00,0.00,74.01,0.00,2022-11-21,,,f,t,,,,890,2022-11-21 08:53:48.779574,890,2022-11-21 08:53:48.779574
76,COMPOSITION,,54,,1,281.62,,,281.62,,,,,f,t,,,,890,2022-11-09 15:50:48.231035,890,2022-11-09 15:50:48.231035
74,COMPOSITION,,29,,1,1410.85,,,1410.85,,,,,f,t,,,,890,2022-11-09 15:50:48.097014,890,2022-11-09 15:50:48.097014
98,BILLET,34191090080578844311672571170009291760000059900,306,109000578844,1,599.00,0.00,0.00,599.00,0.00,2022-11-21,,,f,t,,,,890,2022-11-21 09:22:17.360347,890,2022-11-21 09:23:40.972891
95,BILLET,23792374039000009056410000870005891760000776771,294,09000009056109,1,7767.71,0.00,0.00,7767.71,0.00,2022-11-21,,,f,t,,,,890,2022-11-21 08:58:29.369246,890,2022-11-21 08:58:29.369246
90,BILLET,00190000090315311200200004543179691690000172097,109,00031531120000004543,1,1720.97,0.00,0.00,1720.97,0.00,2022-11-14,,,f,t,,,,890,2022-11-14 09:34:07.378584,890,2022-11-14 09:34:07.378584
91,BILLET,00190000090315311200200004597175291690000915533,109,00031531120000004597,1,9155.33,0.00,0.00,9155.33,0.00,2022-11-14,,,f,t,,,,890,2022-11-14 09:42:48.681463,890,2022-11-14 09:42:48.681463
84,COMPOSITION,,379,,1,140.82,,,140.82,,,,,f,t,,,,890,2022-11-10 10:26:34.480768,890,2022-11-10 10:26:34.480768
75,COMPOSITION,,55,,1,421.99,,,421.99,,,,,f,t,,,,890,2022-11-09 15:50:48.174482,890,2022-11-09 15:50:48.174482
82,COMPOSITION,,357,,1,68.37,,,68.37,,,,,f,t,,,,890,2022-11-10 10:26:34.436935,890,2022-11-10 10:26:34.436935
79,COMPOSITION,,221,,1,72.45,,,72.45,,,,,f,t,,,,890,2022-11-10 10:26:34.332929,890,2022-11-10 10:26:34.332929
73,COMPOSITION,,69,,1,285.71,,,285.71,,,,,f,t,,,,890,2022-11-09 15:50:47.570077,890,2022-11-09 15:50:47.570077
107,BILLET,34191092897440511293480145580009892090000333450,5,109287440511,1,3334.50,0.00,0.00,3334.50,0.00,2022-12-24,,,t,f,,,,890,2022-11-25 10:35:29.2828,890,2022-11-25 10:35:29.2828
224,BILLET,23794150099000541859625000318003592130000406473,427,009000541859252,1,4064.73,0.00,0.00,4064.73,0.00,2022-12-28,,,t,t,,,,1406,2022-12-14 10:51:20.672968,1406,2022-12-22 08:23:49.916687
116,BILLET,00190000090319409800402563328174191930000034096,32,2563328,1,340.96,0.00,0.00,340.96,0.00,2022-12-08,,,t,t,,,,890,2022-11-30 11:30:53.473863,890,2022-11-30 11:30:53.473863
83,COMPOSITION,,375,,1,140.82,,,140.82,,,,,f,t,,,,890,2022-11-10 10:26:34.457625,890,2022-11-10 10:26:34.457625
80,COMPOSITION,,233,,1,209.19,,,209.19,,,,,f,t,,,,890,2022-11-10 10:26:34.385054,890,2022-11-10 10:26:34.385054
77,COMPOSITION,,60,,1,349.99,,,349.99,,,,,f,t,,,,890,2022-11-09 15:50:48.279976,890,2022-11-09 15:50:48.279976
110,BILLET,23792477099220600000915002614608691830000250000,368,09220600000155,1,2500.00,0.00,0.00,2500.00,0.00,2022-11-28,,,t,t,,,,890,2022-11-28 10:27:42.930639,890,2022-11-28 10:27:42.930639
108,BILLET,23794150099000541858806000318003191830000406473,427,00900054185806,1,4064.73,0.00,0.00,4064.73,0.00,2022-11-28,,,t,t,,,,890,2022-11-28 10:12:22.93332,890,2022-11-28 10:12:22.93332
109,BILLET,23792477099220600000928002614601891830000250000,368,09220600000287,1,2500.00,0.00,0.00,2500.00,0.00,2022-11-28,,,t,t,,,,890,2022-11-28 10:22:26.513701,890,2022-11-28 10:22:26.513701
118,BILLET,00190000090322497600500001661172291860000242400,36,32249760000001661,1,2424.00,0.00,0.00,2424.00,0.00,2022-12-01,,,t,t,,,,890,2022-12-01 09:17:58.784033,890,2022-12-01 09:17:58.784033
223,BILLET,34191091070060650076791008760000892130000053147,6,10910006065,1,531.47,0.00,0.00,531.47,0.00,2022-12-28,,,t,t,,,,1406,2022-12-14 10:46:24.818592,1406,2022-12-22 08:20:09.877244
273,BILLET,03399943032450000020382608701015492560000014850,449,0000020826087,1,148.50,0.00,0.00,148.50,0.00,2023-02-09,,,t,t,,,,1406,2023-01-11 08:32:59.923228,1406,2023-01-11 08:32:59.923228
117,BILLET,34191090166483500044558198570002191860000927633,40,109016483500,1,9276.33,0.00,0.00,9276.33,0.00,2022-12-01,,,t,t,,,,890,2022-12-01 09:14:40.192851,890,2022-12-01 09:14:40.192851
120,BILLET,34191090081108360293583265800009191870001600000,438,109001108360,1,16000.00,0.00,0.00,16000.00,0.00,2022-12-02,,,t,t,,,,890,2022-12-02 13:30:29.414854,890,2022-12-02 13:30:29.414854
119,BILLET,34191092897908863293480145580009392160000228000,5,109287908863,1,2280.00,0.00,0.00,2280.00,0.00,2022-12-31,,,t,t,,,,890,2022-12-02 12:20:46.598609,890,2022-12-02 12:20:46.598609
115,BILLET,03399534655410006079449498501011891850000071544,388,6079494985,1,715.44,0.00,0.00,715.44,0.00,2022-11-30,,,t,t,,,,890,2022-11-29 16:31:56.483143,890,2022-11-29 16:31:56.483143
183,BILLET,03399448372940000000501669101014991970000046145,33,16691,1,461.45,0.00,0.00,461.45,0.00,2022-12-12,,,t,t,,,,890,2022-12-12 09:11:05.835678,890,2022-12-12 09:11:05.835678
222,BILLET,23792477099220600000917002614604992120000250000,368,09220600000171,1,2500.00,0.00,0.00,2500.00,0.00,2022-12-27,,,t,t,,,,1406,2022-12-14 10:38:31.026737,1406,2022-12-14 10:38:50.558642
275,BILLET,00190000090315311200200004545174492290000172097,109,00031531120000004545,1,1720.97,0.00,0.00,1720.97,0.00,2023-01-13,,,t,t,,,,1406,2023-01-13 09:36:13.482341,1406,2023-01-13 09:36:13.482341
206,BILLET,23792374033000301327071000372400591980000049683,369,000301327715,1,496.83,0.00,0.00,496.83,0.00,2022-12-13,,,f,f,,,,890,2022-12-13 08:53:15.855632,890,2022-12-13 12:29:19.07702
281,COMPOSITION,,374,,1,70.13,,,70.13,,,,,t,t,,,,890,2023-01-19 09:20:28.554574,890,2023-01-19 09:20:28.554574
436,COMPOSITION,,94,,1,2299.52,0.00,0.00,2299.52,0.00,,,,t,t,,,,1406,2023-03-17 09:35:12.780007,1406,2023-03-17 09:35:12.780007
205,BILLET,00190000090315311200200004544177191980000172097,109,00031531120000004544,1,1720.97,0.00,0.00,1720.97,0.00,2022-12-13,,,f,f,,,,890,2022-12-12 17:38:16.631442,890,2022-12-13 12:28:52.322742
427,BILLET,34191090085772882663701993440005692900000074523,454,109005772882,1,745.23,0.00,0.00,745.23,0.00,2023-03-15,,,t,t,,,,1406,2023-03-14 17:50:58.37885,1406,2023-03-14 17:50:58.37885
154,COMPOSITION,,331,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.590358,890,2022-12-07 14:07:46.590358
155,COMPOSITION,,50,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.608223,890,2022-12-07 14:07:46.608223
437,BILLET,23792374039000009372516000870002292950000327487,294,09000009372167,1,3274.87,0.00,0.00,3274.87,0.00,2023-03-20,,,t,t,,,,1406,2023-03-20 09:39:39.52283,1406,2023-03-20 09:39:39.52283
157,COMPOSITION,,402,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.63993,890,2022-12-07 14:07:46.63993
492,COMPOSITION,,97,,1,76.54,,,76.54,,,,,t,t,,,,1406,2023-04-10 13:57:24.174385,1406,2023-04-10 13:57:24.174385
160,COMPOSITION,,333,,1,70.13,,,70.13,,,,,f,f,,,,890,2022-12-07 14:07:46.697585,890,2022-12-07 14:07:46.697585
506,BILLET,75691305400105205270979637350012193160000068153,548,0007963735,1,681.53,0.00,0.00,681.53,0.00,2023-04-10,,,t,t,,,,1406,2023-04-10 14:47:27.861176,1406,2023-04-10 14:47:27.861176
128,BILLET,34191090579317167663301998800005991900000138344,80,109059317167,1,1383.44,0.00,0.00,1383.44,0.00,2022-12-05,,,t,t,,,,890,2022-12-05 10:29:23.419856,890,2022-12-05 10:29:23.419856
125,BILLET,34191090997149524849552104710000591900000188969,39,109097149524,1,1889.69,0.00,0.00,1889.69,0.00,2022-12-05,,,t,t,,,,890,2022-12-05 09:58:03.527859,890,2022-12-05 09:58:03.527859
129,BILLET,00190000090348828300700011569175991900000013500,295,34882830000011569,1,135.00,0.00,0.00,135.00,0.00,2022-12-05,,,t,t,,,,890,2022-12-05 10:35:03.426948,890,2022-12-05 10:35:03.426948
126,BILLET,34191570070001983933152201000008791900000900000,88,15700000198,1,9000.00,0.00,0.00,9000.00,0.00,2022-12-05,,,t,t,,,,890,2022-12-05 10:04:20.234711,890,2022-12-05 10:04:20.234711
